strategy,dataset,model,test_type,result_type,metrics_file,mIoU,mAcc,aAcc,fwIoU,timestamp,has_per_domain,has_per_class
std_mixup,bdd10k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/bdd10k/segformer_mit-b5/test_results/test/metrics.json,68.65,72.6,97.68,95.52999877929688,1767719612.5829408,False,False
std_mixup,bdd10k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/bdd10k/segformer_mit-b5_clear_day/test_results/test/metrics.json,61.92,65.81,97.45,95.11000061035156,1767719612.6231103,False,False
std_mixup,idd-aw,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/idd-aw/deeplabv3plus_r50/test_results/test/metrics.json,71.27,76.75,97.96,96.22000122070312,1767719612.651907,False,False
std_mixup,idd-aw,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/idd-aw/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,69.53,74.92,97.72,95.73999786376953,1767719612.6960633,False,False
std_mixup,idd-aw,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/idd-aw/pspnet_r50/test_results/test/metrics.json,76.74,81.86,98.36,96.94999694824219,1767719612.7274077,False,False
std_mixup,idd-aw,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/idd-aw/pspnet_r50_clear_day/test_results/test/metrics.json,73.35,78.66,97.94,96.1500015258789,1767719612.7729704,False,False
std_mixup,idd-aw,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/idd-aw/segformer_mit-b5/test_results/test/metrics.json,84.0,89.17,98.74,97.62999725341797,1767719612.8052402,False,False
std_mixup,idd-aw,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/idd-aw/segformer_mit-b5_clear_day/test_results/test/metrics.json,80.51,85.85,98.51,97.19000244140625,1767719612.8610241,False,False
std_mixup,mapillaryvistas,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/mapillaryvistas/deeplabv3plus_r50/test_results/test/metrics.json,26.18,41.05,55.72,38.95000076293945,1767719612.8976212,False,False
std_mixup,mapillaryvistas,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/mapillaryvistas/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,28.91,40.0,62.71,46.290000915527344,1767719612.9359212,False,False
std_mixup,mapillaryvistas,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/mapillaryvistas/pspnet_r50/test_results/test/metrics.json,29.64,47.05,60.76,43.060001373291016,1767719612.9649856,False,False
std_mixup,mapillaryvistas,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/mapillaryvistas/pspnet_r50_clear_day/test_results/test/metrics.json,32.23,45.47,65.01,49.06999969482422,1767719613.0198822,False,False
std_mixup,mapillaryvistas,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/mapillaryvistas/segformer_mit-b5/test_results/test/metrics.json,68.42,73.84,94.24,89.47000122070312,1767719613.057525,False,False
std_mixup,mapillaryvistas,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/mapillaryvistas/segformer_mit-b5_clear_day/test_results/test/metrics.json,66.82,71.71,93.9,88.72000122070312,1767719613.0979664,False,False
std_mixup,outside15k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/outside15k/deeplabv3plus_r50/test_results/test/metrics.json,56.05,67.38,85.96,77.08000183105469,1767719613.126952,False,False
std_mixup,outside15k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/outside15k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,55.01,64.99,85.01,75.70999908447266,1767719613.1665807,False,False
std_mixup,outside15k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/outside15k/pspnet_r50/test_results/test/metrics.json,64.95,73.47,89.69,82.5,1767719613.195057,False,False
std_mixup,outside15k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/outside15k/pspnet_r50_clear_day/test_results/test/metrics.json,61.99,71.11,87.92,79.61000061035156,1767719613.2383878,False,False
std_mixup,outside15k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/outside15k/segformer_mit-b5/test_results/test/metrics.json,75.61,84.24,92.87,87.19999694824219,1767719613.2711375,False,False
std_mixup,outside15k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/outside15k/segformer_mit-b5_clear_day/test_results/test/metrics.json,73.98,82.66,92.16,85.9800033569336,1767719613.721406,False,False
std_randaugment,bdd10k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/bdd10k/deeplabv3plus_r50/test_results/test/metrics.json,51.84,57.34,96.57,93.56999969482422,1767719613.9922154,False,False
std_randaugment,bdd10k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/bdd10k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,53.79,59.65,96.75,93.94000244140625,1767719614.0407317,False,False
std_randaugment,bdd10k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/bdd10k/pspnet_r50/test_results/test/metrics.json,59.14,62.91,97.22,94.66000366210938,1767719614.0682414,False,False
std_randaugment,bdd10k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/bdd10k/pspnet_r50_clear_day/test_results/test/metrics.json,56.19,60.77,96.91,94.12999725341797,1767719614.1177359,False,False
std_randaugment,bdd10k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/bdd10k/segformer_mit-b5/test_results/test/metrics.json,66.89,70.56,97.61,95.38999938964844,1767719614.1507812,False,False
std_randaugment,bdd10k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/bdd10k/segformer_mit-b5_clear_day/test_results/test/metrics.json,63.14,67.35,97.5,95.19999694824219,1767719614.1933208,False,False
std_randaugment,idd-aw,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/idd-aw/deeplabv3plus_r50/test_results/test/metrics.json,71.15,76.91,97.94,96.20999908447266,1767719614.2282603,False,False
std_randaugment,idd-aw,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/idd-aw/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,70.24,75.48,97.82,95.94999694824219,1767719614.2769055,False,False
std_randaugment,idd-aw,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/idd-aw/pspnet_r50/test_results/test/metrics.json,77.01,82.4,98.34,96.91000366210938,1767719614.3094213,False,False
std_randaugment,idd-aw,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/idd-aw/pspnet_r50_clear_day/test_results/test/metrics.json,73.51,78.72,98.02,96.27999877929688,1767719614.3567522,False,False
std_randaugment,idd-aw,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/idd-aw/segformer_mit-b5/test_results/test/metrics.json,85.27,90.75,98.76,97.66000366210938,1767719614.3865259,False,False
std_randaugment,idd-aw,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/idd-aw/segformer_mit-b5_clear_day/test_results/test/metrics.json,79.54,84.98,98.48,97.13999938964844,1767719614.434032,False,False
std_randaugment,mapillaryvistas,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/mapillaryvistas/deeplabv3plus_r50/test_results/test/metrics.json,25.4,43.81,54.73,36.02000045776367,1767719614.466852,False,False
std_randaugment,mapillaryvistas,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/mapillaryvistas/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,28.18,40.53,59.94,43.83000183105469,1767719614.5082114,False,False
std_randaugment,mapillaryvistas,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/mapillaryvistas/pspnet_r50/test_results/test/metrics.json,28.62,46.18,59.33,41.439998626708984,1767719614.5397835,False,False
std_randaugment,mapillaryvistas,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/mapillaryvistas/pspnet_r50_clear_day/test_results/test/metrics.json,33.1,46.69,65.98,50.22999954223633,1767719614.577673,False,False
std_randaugment,mapillaryvistas,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/mapillaryvistas/segformer_mit-b5/test_results/test/metrics.json,69.5,74.38,94.69,90.19000244140625,1767719614.6072702,False,False
std_randaugment,mapillaryvistas,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/mapillaryvistas/segformer_mit-b5_clear_day/test_results/test/metrics.json,66.4,70.96,93.97,88.77999877929688,1767719614.645734,False,False
std_randaugment,outside15k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/outside15k/deeplabv3plus_r50/test_results/test/metrics.json,57.25,67.61,86.75,78.01000213623047,1767719614.675672,False,False
std_randaugment,outside15k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/outside15k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,56.64,67.12,85.9,76.76000213623047,1767719614.7154236,False,False
std_randaugment,outside15k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/outside15k/pspnet_r50/test_results/test/metrics.json,65.22,74.3,89.59,82.44999694824219,1767719614.7437463,False,False
std_randaugment,outside15k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/outside15k/pspnet_r50_clear_day/test_results/test/metrics.json,62.09,70.97,87.66,79.33999633789062,1767719614.7868483,False,False
std_randaugment,outside15k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/outside15k/segformer_mit-b5/test_results/test/metrics.json,75.8,84.19,92.93,87.33000183105469,1767719614.8141706,False,False
std_randaugment,outside15k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_randaugment/outside15k/segformer_mit-b5_clear_day/test_results/test/metrics.json,73.44,82.19,91.94,85.66999816894531,1767719614.85331,False,False
